[CFU];[CFU];false;false;true;chemical;colony forming units;CFU;amount of a proliferating organism;1;1;1;;
[IR];[IR];false;false;true;chemical;index of reactivity;IR;amount of an allergen callibrated through in-vivo testing using the Stallergenes® method.;1;1;1;;
[BAU];[BAU];false;false;true;chemical;bioequivalent allergen unit;BAU;amount of an allergen callibrated through in-vivo testing based on the ID50EAL method of (intradermal dilution for 50mm sum of erythema diameters;1;1;1;;
[AU];[AU];false;false;true;chemical;allergen unit;AU;procedure defined amount of an allergen using some reference standard;1;1;1;;
[Amb'a'1'U];[AMB'A'1'U];false;false;true;chemical;allergen unit for Ambrosia artemisiifolia;Amba1U;procedure defined amount of the major allergen of ragweed.;1;1;1;;
[PNU];[PNU];false;false;true;chemical;protein nitrogen unit;PNU;procedure defined amount of a protein substance;1;1;1;;
[Lf];[LF];false;false;true;chemical;Limit of flocculation;Lf;procedure defined amount of an antigen substance;1;1;1;;
[D'ag'U];[D'AG'U];false;false;true;chemical;D-antigen unit;;procedure defined amount of a poliomyelitis d-antigen substance;1;1;1;;
[FEU];[FEU];false;false;true;chemical;fibrinogen equivalent unit;;amount of fibrinogen broken down into the measured d-dimers;1;1;1;;
[ELU];[ELU];false;false;true;chemical;ELISA unit;;arbitrary ELISA unit;1;1;1;;
[EU];[EU];false;false;true;chemical;Ehrlich unit;;Ehrlich unit;1;1;1;;
Np;NEP;true;true;false;levels;neper;Np;level;ln(1 1);LN(1 1);1;ln;1
B;B;true;true;false;levels;bel;B;level;lg(1 1);LG(1 1);1;lg;1
B[SPL];B[SPL];true;true;false;levels;bel sound pressure;B(SPL);pressure level;2lg(2 10*-5.Pa);2LG(2 10*-5.PAL);2;lgTimes2;10*-5.Pa
B[V];B[V];true;true;false;levels;bel volt;B(V);electric potential level;2lg(1 V);2LG(1 V);1;lgTimes2;V
B[mV];B[MV];true;true;false;levels;bel millivolt;B(mV);electric potential level;2lg(1 mV);2LG(1 MV);1;lgTimes2;mV
B[uV];B[UV];true;true;false;levels;bel microvolt;B(μV);electric potential level;2lg(1 uV);2LG(1 UV);1;lgTimes2;uV
B[10.nV];B[10.NV];true;true;false;levels;bel 10 nanovolt;B(10nV);electric potential level;2lg(10 nV);2LG(10 NV);10;lgTimes2;nV
B[W];B[W];true;true;false;levels;bel watt;B(W);power level;lg(1 W);LG(1 W);1;lg;W
B[kW];B[KW];true;true;false;levels;bel kilowatt;B(kW);power level;lg(1 kW);LG(1 KW);1;lg;kW
st;STR;true;false;false;misc;stere;st;volume;m3;M3;1;;
Ao;AO;false;false;false;misc;Ångström;Å;length;nm;NM;0.1;;
b;BRN;false;false;false;misc;barn;b;action area;fm2;FM2;100;;
att;ATT;false;false;false;misc;technical atmosphere;at;pressure;kgf/cm2;KGF/CM2;1;;
mho;MHO;true;false;false;misc;mho;mho;electric conductance;S;S;1;;
[psi];[PSI];false;false;false;misc;pound per sqare inch;psi;pressure;[lbf_av]/[in_i]2;[LBF_AV]/[IN_I]2;1;;
circ;CIRC;false;false;false;misc;circle;circ;plane angle;[pi].rad;[PI].RAD;2;;
sph;SPH;false;false;false;misc;spere;sph;solid angle;[pi].sr;[PI].SR;4;;
[car_m];[CAR_M];false;false;false;misc;metric carat;ct<sub>m</sub>;mass;g;G;2e-1;;
[car_Au];[CAR_AU];false;false;false;misc;carat of gold alloys;ct<sub><r>Au</r></sub>;mass fraction;/24;/24;1;;
[smoot];[SMOOT];false;false;false;misc;Smoot;;length;[in_i];[IN_I];67;;
[m/s2/Hz^(1/2)];[M/S2/HZ^(1/2)];false;true;false;misc;meter per square seconds per square root of hertz;;amplitude spectral density;sqrt(1 m2/s4/Hz);SQRT(1 M2/S4/HZ);1;sqrt;m2/s4/Hz
bit_s;BIT_S;false;true;false;infotech;bit;bit<sub>s</sub>;amount of information;ld(1 1);ld(1 1);1;ld;1
bit;BIT;true;false;false;infotech;bit;bit;amount of information;1;1;1;;
By;BY;true;false;false;infotech;byte;B;amount of information;bit;bit;8;;
Bd;BD;true;false;false;infotech;baud;Bd;signal transmission rate;/s;/s;1;;
